0.4971	4.983769791982313e-10
0.563	7.882341508682067e-10
0.569	8.178781419267205e-10
0.6006	9.862996558755223e-10
0.604	1.0053469971924956e-09
0.6103	1.0415960271440916e-09
0.621	1.1040328992078741e-09
0.635	1.1887093794698215e-09
0.662	1.3613960155377896e-09
0.723	1.7975001383485786e-09
0.724	1.8051852903486204e-09
0.756	2.0592941301292704e-09
0.757	2.068243212569986e-09
0.765	2.1349288555812203e-09
0.795	2.393085858631005e-09
0.801	2.4472304149337332e-09
0.873	3.1358720050681183e-09
0.996	4.504585917167224e-09
1.004	4.602132566647924e-09
1.038	5.0245983527941786e-09
1.05	5.180058181337829e-09
1.167	6.778841989072642e-09
1.205	7.329125686422767e-09
1.246	7.9466448923e-09
1.274	8.37314357495856e-09
1.365	9.795449787844414e-09
1.494	1.1874994486064485e-08
1.562	1.2990947435978178e-08
1.596	1.3547319375430486e-08
1.766	1.6390058292539453e-08
1.797	1.6920812569533416e-08
1.988	2.0230782234698782e-08
2.112	2.2407108825902494e-08
2.185	2.3665515488575806e-08
